cod_variedad,cod_articulo,variedad,itbis_alt1,itbis_alt2,itbis_alt3,itbis_alt4
257,11421,"Leche maternizada (sustituto de lactancia materna, hasta 1 año)",,10,16,
259,11421,Suplementos alimenticios (Ensure y similares),,10,16,
262,11431,Queso blanco corriente,,10,16,
263,11431,Queso blanco de freír,,10,16,
280,11451,Crema de leche,,10,16,
281,11451,Leche de soya,,10,16,
287,11461,Huevos criollos (gallina),0,0,16,0
288,11461,Huevos de granja (gallina),0,0,16,0
289,11461,Huevos de codorniz,0,0,16,0
290,11461,Huevos de pato,0,0,16,0
311,11611,Aguacate,,10,16,
312,11611,Mango,,10,16,
313,11611,Plátano maduro,0,0,16,0
314,11611,Plátano verde,0,0,16,0
315,11611,Rulo,,10,16,
316,11611,Cereza,,10,16,
317,11611,Chinola,,10,16,
318,11611,Coco de agua,,10,16,
319,11611,Fresa,,10,16,
320,11611,Granadillo,,10,16,
321,11611,Guanábana,,10,16,
322,11611,Guayaba,,10,16,
324,11611,Guineo verde (guineíto),,10,16,
325,11611,Jagua,,10,16,
326,11611,Lechosa,,10,16,
327,11611,Zapote,,10,16,
328,11611,Limón agrio,,10,16,
329,11611,Limón dulce,,10,16,
330,11611,Limoncillo,,10,16,
331,11611,Mandarina,,10,16,
332,11611,Manzana de oro,,10,16,
334,11611,Melón cantaloupe redondo,,10,16,
335,11611,Melón liso,,10,16,
336,11611,Naranja agria,,10,16,
337,11611,Naranja/china,,10,16,
339,11611,Toronja,,10,16,
340,11611,Piña,,10,16,
341,11611,Uvas rojas,,10,16,
342,11611,Uvas verdes,,10,16,
344,11611,Níspero,,10,16,
345,11611,Pan de fruta,,10,16,
346,11611,Pera,,10,16,
347,11611,Sandía (patilla),,10,16,
348,11611,Tamarindo,,10,16,
350,11611,Cajuil,,10,16,
351,11611,Carambola,,10,16,
352,11611,Buen pan o castaña,,10,16,
356,11621,Nueces y semillas surtidas,,10,16,
359,11621,Cocos secos,18,10,16,16
365,11621,Ajonjolí,,10,16,
366,11711,Habichuelas blancas secas,,10,16,
367,11711,Habichuelas negras secas,,10,16,
368,11711,Habichuelas pintas secas,,10,16,
369,11711,Habichuelas rojas secas,,10,16,
370,11711,Habichuelas verdes,,10,16,
371,11711,Habichuelas blanditas,,10,16,
372,11711,Frijolitos,,10,16,
373,11711,Garbanzos,,10,16,
374,11711,Guandules verdes en cáscara,,10,16,
375,11711,Guandules secos,,10,16,
376,11711,Guandules verdes desgranados,,10,16,
377,11711,Habas,,10,16,
378,11711,Arvejas,,10,16,
379,11711,Lentejas,,10,16,
380,11711,"Maní con o sin cáscara, sin procesar",,10,16,
382,11712,Yautía amarilla,18,10,16,0
383,11712,Yautía blanca,18,10,16,0
384,11712,Yautía coco o pipiota,18,10,16,0
385,11712,Yuca,0,0,16,0
386,11712,Papas,18,10,16,0
388,11712,Mapuey,,10,16,
389,11712,Batata,18,10,16,0
390,11712,Cepa de apio,,10,16,
392,11713,Ají grande (cubanela),,10,16,
393,11713,Ají gustoso o cachucha,,10,16,
394,11713,Ají picante,,10,16,
395,11713,Ají morrón,,10,16,
396,11713,"Apio planta, apio gusto",,10,16,
397,11713,Rábano,,10,16,
398,11713,Remolacha,,10,16,
399,11713,Auyama,,10,16,
400,11713,Zanahoria,,10,16,
401,11713,Tomates de ensalada,,10,16,
402,11713,Berenjena china,,10,16,
403,11713,Berenjena corriente,,10,16,
404,11713,Berro,,10,16,
405,11713,Brócolis,,10,16,
406,11713,Brócolis y coliflores congelados,,10,16,
407,11713,Cebolla blanca,,10,16,
408,11713,Cebolla roja,,10,16,
409,11713,Cebollín,,10,16,
410,11713,Ajo,,10,16,
412,11713,Coliflor,,10,16,
413,11713,Espinaca,,10,16,
414,11713,Pepino,,10,16,
415,11713,Puerro,,10,16,
416,11713,Repollo chino,,10,16,
418,11713,Repollo morado,,10,16,
419,11713,Tayota,,10,16,
420,11713,Tomate Barceló o Bugalú,,10,16,
422,11713,Tomates chinos (cherry),,10,16,
423,11713,Vainitas chinas,,10,16,
426,11713,Lechuga romana,,10,16,
427,11713,Lechuga repollada,,10,16,
429,11713,Zucchini,,10,16,
430,11713,Molondrones,,10,16,
431,11713,Maíz en mazorca tierno,,10,16,
480,11113,Pan de batata,,10,16,
481,11113,Pudín de pan,,10,16,
496,11831,Hielo industrializado,18,10,16,16
497,11831,Hielo casero,18,10,16,16
511,11921,Jengibre,,10,16,
512,11921,Perejil,,10,16,
513,11921,Albahaca,,10,16,
514,11921,Cilantro,,10,16,
515,11921,Cilantrico o verdura,,10,16,
518,11921,Hojas de Menta,,10,16,
519,11921,Romero,,10,16,
520,11921,Hierbabuena,,10,16,
521,11921,Ajinomoto,,10,16,
522,11921,Anís,,10,16,
524,11921,Canelilla,,10,16,
525,11921,Clavo dulce,,10,16,
527,11921,Malagueta,,10,16,
528,11921,Nuez moscada,,10,16,
529,11921,Manzanilla,,10,16,
530,11921,Flor de tilo,,10,16,
532,11921,Pimienta en polvo,,10,16,
660,23111,"Estupefacientes: marihuana, opio, cocaína y sus derivados",0,0,0,0
922,32221,Servicio de limpieza (lustrado) de calzados,0,0,0,0
924,41111,"Alquiler de vivienda principal (sin muebles, linea blanca ni servicios básicos agregados)",0,0,0,0
926,41111,Alquiler de vivienda principal con muebles,0,0,0,0
927,41111,Alquiler de garaje o estacionamiento relacionado con la vivienda,0,0,0,0
987,44111,"Agua corriente (CAASD, CORAASAN, CORAAMOCA, CORAAPPLATA, CORAAVEGA, COAAROM,CORAABO, etc.)",0,0,0,0
988,44111,pag1o de factura de agua privada,0,0,0,0
991,44211,pag1o de recogida y eliminación de basura,0,0,0,0
994,44311,"Alcantarillado (CAASD, INAPA, corporación acueducto pública)",0,0,0,0
995,44411,Gastos comunes (en copropiedad de área común) en vivienda principal,0,0,0,0
997,44411,"Limpieza de tanques de agua, tinacos y cisternas",0,0,0,0
998,45111,pag1o de contrato de electricidad,0,0,0,0
999,45111,pag1o de factura de energía eléctrica,0,0,0,0
1000,45111,pag1o de re-conexión,0,0,0,0
1002,45211,Adquisición de gas licuado en tanques de 100 libras o menos,0,0,0,0
1004,45311,Kerosén,0,0,0,0
1005,45311,Trementina,0,0,0,0
1007,45411,Carbón vegetal de leña,0,0,0,0
1008,45411,Leña,0,0,0,0
1009,45411,Cuaba,0,0,0,0
1276,56113,Insecticida,,10,16,
1277,56113,Velas repelentes de mosquitos,,10,16,
1278,56113,Fungicidas,,10,16,
1317,56211,Servicios de doméstica con dormida,0,0,0,0
1318,56211,Servicios de doméstica sin dormida,0,0,0,0
1319,56211,Servicio doméstico ocasional,0,0,0,0
1321,127111,Alquiler de mobiliario y equipo para el hogar para fiestas,0,0,0,0
1325,61111,"Analgésicos no narcóticos, antifebriles, antipirético",0,0,0,0
1328,61111,Antiartrósicos o antirreumáticos,0,0,0,0
1329,61111,Antiinflamatorios no esteroides (AINE),0,0,0,0
1331,61111,Analgésicos oftálmicos (gotas para los ojos),0,0,0,0
1332,61111,Antiinflamatorios esteroides,0,0,0,0
1334,61111,"Analgésicos - Antiinflamatorios tópicos (ungüento, gel )",0,0,0,0
1336,61111,Antimigrañosos,0,0,0,0
1338,61111,Analgésicos narcóticos,0,0,0,0
1340,61121,Antileprosos,0,0,0,0
1341,61121,Antimicóticos vía oral,0,0,0,0
1342,61121,Antivirales,0,0,0,0
1343,61121,Medicamento oncológico,0,0,0,0
1344,61131,Antiácidos,0,0,0,0
1345,61131,Antidiarréicos,0,0,0,0
1346,61131,Antidispéptico,0,0,0,0
1347,61131,Antieméticos,0,0,0,0
1348,61131,Antiespasmódicos,0,0,0,0
1349,61131,Antiespasmódicos con analgésicos (ELIXIR),0,0,0,0
1350,61131,Antiflatulentos,0,0,0,0
1351,61131,Antihemorroidales,0,0,0,0
1352,61131,Antiinfecciosos gastrointestinales,0,0,0,0
1354,61131,Antisépticos - Astringentes intestinales,0,0,0,0
1355,61131,Antiulcerosos y antisecretores,0,0,0,0
1356,61131,Laxantes/purgantes,0,0,0,0
1358,61131,Enzimas pancreáticas,0,0,0,0
1359,61131,Gastrocinéticos,0,0,0,0
1360,61131,Restauradores de la flora intestinal,0,0,0,0
1361,61171,Rehidratantes orales (suero),0,0,0,0
1363,61141,Antiasmáticos,0,0,0,0
1364,61141,Antigripales,0,0,0,0
1366,61141,"Antitusivos,broncodilatadores, expectorantes y mucolíticos",0,0,0,0
1369,61141,Descongestivos para las vías respiratorias,0,0,0,0
1371,61141,Humectantes de la mucosa nasal,0,0,0,0
1372,61141,Oxigenadores,0,0,0,0
1373,61141,Medicamentos para dejar el tabaquismo,0,0,0,0
1374,61141,Corticosteroides,0,0,0,0
1376,61151,Aminoácidos,0,0,0,0
1378,61151,Complejo B,0,0,0,0
1379,61151,Vitamina A,0,0,0,0
1380,61151,Vitamina C,0,0,0,0
1381,61151,Vitamina E,0,0,0,0
1382,61151,Complejo B más vitamina C,0,0,0,0
1383,61151,Complejo oseínico mineral,0,0,0,0
1384,61151,Compuestos de calcio,0,0,0,0
1387,61151,Emulsión de lípidos,0,0,0,0
1389,61151,Oligometales endovenosos,0,0,0,0
1390,61151,Suplementos de hierro,0,0,0,0
1393,61151,Multivitamínicos,0,0,0,0
1394,61161,"Antihipertensivos, hipotensores y vasodilatadores (medicamentos para la presión arterial)",0,0,0,0
1395,61161,"Antiarrítmicos, cardiotónicos, antianginosos, beta-adrenérgicos y betabloqueadores",0,0,0,0
1400,61161,"Antivaricosos - Capilaroprotectores, vasoprotectores",0,0,0,0
1404,61121,"Antiparasitarios (Antichagásicos, antihelmínticos, antipalúdico )",0,0,0,0
1409,61171,Estimulantes de granulocitos y macrófagos,0,0,0,0
1410,61171,Hormonas y antagonistas hormonales,0,0,0,0
1415,61171,Anticonceptivos y anovulatorios,0,0,0,0
1416,61171,Inductores de la ovulación,0,0,0,0
1418,61161,Diuréticos y antidiuréticos,0,0,0,0
1421,61121,Antiinfecciosos y antisépticos urinarios,0,0,0,0
1426,61171,Lubricantes vaginales,0,0,0,0
1429,61171,Soluc. p/diálisis peritoneal y hemodiálisis,0,0,0,0
1432,62311,Análisis de próstata,0,0,0,0
1433,61171,Terapia de reemplazo hormonal (TRH),0,0,0,0
1436,61171,Antioxidantes,0,0,0,0
1439,61171,Medicamento para tiroides,0,0,0,0
1444,61171,Insulinas,0,0,0,0
1446,61171,Prostaglandinas,0,0,0,0
1447,61171,Estimulantes Sexuales,0,0,0,0
1449,61171,Sueros e inmunoglobulinas,0,0,0,0
1450,61171,Toxoides tetánicos,0,0,0,0
1451,61171,Vacunas,0,0,0,0
1455,61171,"Ansiolíticos, hipnóticos y sedantes",0,0,0,0
1457,61171,Anticonvulsivos,0,0,0,0
1458,61171,Antidepresivos,0,0,0,0
1459,61171,Antiepilépticos,0,0,0,0
1460,61171,Antineuríticos,0,0,0,0
1461,61171,Antiparkinsonianos,0,0,0,0
1463,61171,Antipsicóticos,0,0,0,0
1464,61171,Antivertiginosos - Anticinetósicos,0,0,0,0
1469,61171,Neurolépticos,0,0,0,0
1475,61171,Tratamiento del Alzheimer,0,0,0,0
1476,61171,Anestésicos odontológicos,0,0,0,0
1483,61121,Antimicóticos oftálmicos,0,0,0,0
1488,61171,Gotas lubricantes oculares,0,0,0,0
1491,61141,Antialérgicos nasales,0,0,0,0
1496,61171,Antiacneicos,0,0,0,0
1497,61141,Antialérgicos tópicos,0,0,0,0
1499,61121,Antibióticos tópicos,0,0,0,0
1501,61121,Antimicóticos tópicos,0,0,0,0
1504,61171,Antiseborreicos,0,0,0,0
1508,61171,Cicatrizantes,0,0,0,0
1514,61171,Sangre lista para trasfundir,0,0,0,0
1518,61171,Anticoagulantes,0,0,0,0
1519,61171,Antihemofílicos,0,0,0,0
1520,61171,Antitrombóticos,0,0,0,0
1521,61171,Estimulante de la eritropoyesis,0,0,0,0
1523,61171,Aceite de higuereta,0,0,0,0
1530,61211,Ácido bórico,0,0,0,0
1531,61211,Agua oxigenada,0,0,0,0
1532,61211,Alcanfor,0,0,0,0
1533,61211,Alcohol isopropílico,0,0,0,0
1534,61211,Bálsamo o ungüento,0,0,0,0
1535,61211,Bay rum,0,0,0,0
1536,61211,Bicarbonato de sodio,0,0,0,0
1537,61211,Desinfectantes de heridas,0,0,0,0
1538,61211,Mentol,0,0,0,0
1543,61211,Prueba de embarazo (comprada en farmacia **),0,0,0,0
1544,61211,Preservativos,0,0,0,0
1548,61211,Medias ortopédicas,0,0,0,0
1549,61211,Soportes para rodilla,0,0,0,0
1554,61311,Muletas,0,0,0,0
1556,61311,Soportes ortopédicos,0,0,0,0
1557,61311,Calzado ortopédico,0,0,0,0
1559,61311,"Dentaduras postizas, prótesis y piezas dentales (sin incluir",0,0,0,0
1560,61311,Marcapasos,0,0,0,0
1561,61311,Aparato para medir la glucemia (Medidor personal),0,0,0,0
1562,61311,Aparato para medir presión arterial,0,0,0,0
1564,62111,Consulta médico general,0,0,0,0
1565,62111,Consulta médico pediatra,0,0,0,0
1566,62111,Consulta médico ginecólogo/obstetra,0,0,0,0
1567,62111,"Consulta médico nariz, garganta y oído (Otorrinolaringólogo)",0,0,0,0
1568,62111,Consulta médico gastroenterólogo,0,0,0,0
1569,62111,Consulta médico cardiólogo,0,0,0,0
1570,62111,Consulta médico oftalmólogo,0,0,0,0
1571,62111,Consulta médico neumólogo,0,0,0,0
1572,62111,Consulta médico psiquiatra,0,0,0,0
1573,62111,Consulta general,0,0,0,0
1577,62311,Servicios médicos en emergencia,0,0,0,0
1581,62211,Consulta odontológica,0,0,0,0
1582,62211,Empastes,0,0,0,0
1583,62211,Extracciones de piezas dentales,0,0,0,0
1584,62211,Profilaxis (Limpieza),0,0,0,0
1585,62211,Tratamiento de canal,0,0,0,0
1586,62211,Tratamiento de flúor,0,0,0,0
1587,62211,"Servicios de especialistas en ortodoncia (Consultas, etc.)",0,0,0,0
1588,62211,"Posturas de aparatos de ortodoncia (Brackets, etc.)",0,0,0,0
1589,62211,Posturas/instalación de piezas y prótesis dentales,0,0,0,0
1590,62311,Examen hemograma (análisis de sangre),0,0,0,0
1591,62311,Tipificación sanguínea,0,0,0,0
1592,62311,Análisis coprológico,0,0,0,0
1593,62311,Análisis de orina,0,0,0,0
1594,62311,Análisis de glicemia,0,0,0,0
1595,62311,Análisis de falcemia,0,0,0,0
1597,62311,Análisis de Acido úrico,0,0,0,0
1598,62311,Examen HIV (SIDA),0,0,0,0
1599,62311,Examen VDRL,0,0,0,0
1600,62311,Antígenos febriles,0,0,0,0
1601,62311,Prueba de embarazo en laboratorio,0,0,0,0
1603,62311,Prueba de testosterona,0,0,0,0
1604,62311,Análisis de factor reumatoide,0,0,0,0
1605,62311,Análisis de biopsia,0,0,0,0
1606,62311,Análisis de hepatitis,0,0,0,0
1607,62311,Análisis de cultivo de semen,0,0,0,0
1609,62311,Análisis de Albumina,0,0,0,0
1610,62311,Análisis de toxoplasmosis,0,0,0,0
1611,62311,Papanicolaou,0,0,0,0
1612,62311,Endoscopía,0,0,0,0
1614,62311,Centellogramas,0,0,0,0
1616,62311,Urografía,0,0,0,0
1617,62311,Gastrocopía,0,0,0,0
1618,62311,Sonografía,0,0,0,0
1619,62311,Electrocardiograma,0,0,0,0
1620,62311,Radiografías,0,0,0,0
1621,62311,Tomografías,0,0,0,0
1622,62311,Mamografía,0,0,0,0
1623,62311,Sonomamografía,0,0,0,0
1624,62311,Ecocardiograma,0,0,0,0
1625,62311,Ecografía o ultrasonido,0,0,0,0
1626,62311,Colonoscopía,0,0,0,0
1627,62311,Prueba de esfuerzo,0,0,0,0
1628,62311,Encefalograma,0,0,0,0
1629,62311,Holter/mapa,0,0,0,0
1630,62311,Quimioterapia,0,0,0,0
1631,62311,Terapias físicas y rehabilitación,0,0,0,0
1632,62311,Postura de yeso,0,0,0,0
1633,62111,Servicios de traumatólogo,0,0,0,0
1635,62311,Servicios de fisioterapista,0,0,0,0
1638,62311,Tratamientos de acupuntura,0,0,0,0
1639,62311,Consulta medicina natural,0,0,0,0
1640,62311,Aplicación de vacunas,0,0,0,0
1643,62311,Servicio de ambulancia y paramédico (pag1o periódico),0,0,0,0
1645,63111,Cirugía mayor,0,0,0,0
1646,62311,Cirugía menor (ambulatoria),0,0,0,0
1647,63111,Servicios médicos (honorarios),0,0,0,0
1648,63111,Servicio de internamiento en clínica u hospital,0,0,0,0
1649,63111,Parto normal sin cesárea (incluye pag1o al ginecólogo),0,0,0,0
1650,63111,Parto con cesárea (incluye pag1o al ginecólogo),0,0,0,0
1651,63111,Servicio de internación por tratamiento de adicciones,0,0,0,0
1652,63111,"Cirugías plásticas, liposucción, lipoescultura, tratamientos con láser, de belleza",0,0,0,0
1653,63111,Legrados y curetajes hospitalario,0,0,0,0
1694,72211,Gasolina regular,0,0,0,0
1695,72211,Gasolina premium,0,0,0,0
1696,72211,Gas licuado (GLP),0,0,0,0
1697,72211,Gasoil regular,0,0,0,0
1698,72211,Gasoil premium,0,0,0,0
1721,72411,Alquiler de automóviles sin chofer (Rent a Car y similares),0,0,0,0
1722,72411,Alquiler de motores y bicicletas,,10,16,
1725,72411,Peajes,0,0,0,0
1727,73111,Metro,0,0,0,0
1728,73211,Carro público (de concho),0,0,0,0
1729,73211,Autobús (guagua) OMSA,0,0,0,0
1730,73211,Autobús urbano y suburbano (incluye guagua y minibus),0,0,0,0
1731,73211,Motoconcho (en motocicleta),0,0,0,0
1732,73211,Taxi urbano y suburbano,0,0,0,0
1733,73211,Transporte de pasajero urbano y suburbano en camioneta,0,0,0,0
1736,73211,Transporte en vehículos de la empresa,0,0,0,0
1741,73221,Pasajes por viajes en guaguas sindicalizadas (no expreso) / guaguas voladoras,0,0,0,0
1742,73221,Pasajes por viajes en guaguas sindicalizadas de expreso,0,0,0,0
1743,73221,"Pasajes viajes por guaguas de empresas privadas (Metro, Caribe Tours y similares)",0,0,0,0
1744,73221,Transporte de pasajero interurbano en camioneta,0,0,0,0
1745,73221,Transporte de pasajero interurbano en motocicleta,0,0,0,0
1746,73221,Taxi interurbano,0,0,0,0
1747,73221,Transporte en vehículos alquilado con chofer,0,0,0,0
1749,73611,"Mudanzas, acarreo y otros servicios de traslado de muebles y enseres etc.",0,0,0,0
1751,73222,Servicio de transporte escolar,0,0,0,0
1752,73311,Pasaje de avión,0,0,0,0
1753,73411,Transporte de pasajeros por mar y cursos de agua interiores,0,0,0,0
1754,73511,Transporte combinado de metro y teleférico,0,0,0,0
1758,81111,"Servicio de correo privado y envío de paquetes (Federal Express, UPS, Business Mail y similares etc",18,10,0,16
1868,93111,"Disfraces, máscaras, (no incluir alquiler de disfraces)",,10,,
1892,93411,Alimentos para animales,,10,,
1894,93411,Animales domésticos,,10,,
1900,93511,Servicio de paseo y cuidados de animales domésticos,0,0,0,0
1902,93511,Cirugía quirúrgica para animales domésticos (mascotas),,10,,
1903,94111,Entrada a partidos de béisbol,,10,,
1908,94121,Cuota de gimnasio,,10,,
1909,94121,Cuota por membresía en clubes sociales y deportivos,,10,,
1910,105111,Clases de repostería,,10,,
1911,105111,Clases de belleza,,10,,
1912,105111,Clases de modelaje y refinamiento personal,,10,,
1914,94211,Entradas a cine,,10,,
1916,94211,Entradas a teatro,,10,,
1917,94211,Entradas a conciertos,,10,,
1918,94211,Espectáculos,,10,,
1920,94211,Esparcimiento en viajes (espectáculos artísticos y deportivos),,10,,
1923,94221,"Entrada a eventos, exposiciones y seminarios",,10,,
1924,94231,Alquiler de Blue Ray/DVD,,10,,
1927,83111,"Servicio pag1ado de descarga multimedia (audio y video) por red de internet (Netflix, Claro Video, I",0,0,0,0
1930,94311,Bingo,0,0,0,0
1931,94311,"Casino, maquinitas, tragamonedas, slots",0,0,0,0
1932,94311,Fracatán (Tarjetas de raspado),0,0,0,0
1933,94311,Loterías diarias (Nacional y LEIDSA) quinielas y palés,0,0,0,0
1938,94311,Juegos de Gallos,0,0,0,0
1939,94311,Carreras de caballos,0,0,0,0
1940,94311,"Apuestas deportivas (MLB, NBA, NFL, NHL y similares)",0,0,0,0
1941,94311,"Gastos en apuestas de juegos a azar (Dados, cartas, etc.)",0,0,0,0
1947,95111,Libros de poesía,,10,,
1948,95111,Libros religiosos,,10,,
1949,95111,Libros culturales,,10,,
1950,95111,Libros de crecimiento personal,,10,,
1951,95111,"Novelas, ensayos, cuentos",,10,,
1954,95121,Libros de enseñanza primaria,,10,,
1955,95121,Libros de enseñanza secundaria,,10,,
1956,95121,Textos universitarios y de formación profesional,,10,,
1957,95121,Diccionarios,,10,,
1958,95121,Enciclopedias,,10,,
1960,95211,Diarios/periódicos,,10,,
1962,95221,Revistas de moda,,10,,
1964,95221,Revistas misceláneas,,10,,
1966,95221,Revistas científicas,,10,,
1982,95411,"Pegamento de uso escolar (UHU, etc.)",,10,,
1984,95411,Papel crepé,,10,,
1988,95411,Papel de escribir con líneas,,10,,
1993,96111,"Excursiones turísticas al interior tours (parques naturales, museos, montañas, playas, carnaval, etc.)",,10,,
1995,101111,Cuota mensual enseñanza preescolar,0,0,0,0
1996,101111,Matriculación enseñanza preescolar,0,0,0,0
1998,101121,Cuota mensual enseñanza primaria,0,0,0,0
1999,101121,Matriculación en enseñanza primaria,0,0,0,0
2002,102111,Matriculación en enseñanza secundaria,0,0,0,0
2003,102111,Cuota mensual enseñanza secundaria,0,0,0,0
2004,102111,Matriculación en enseñanza técnica de nivel medio,0,0,0,0
2005,102111,Cuota mensual enseñanza técnica de nivel medio,0,0,0,0
2008,103111,Formación docente,0,0,0,0
2012,104111,pag1o por derecho a exámenes,0,0,0,0
2015,105111,"Cursos técnicos de computadoras (sistema operativo Windows, paquete de Office, diseño página web)",,10,,
2016,105111,"Cursos técnicos de todo tipo (técnico aduanal, visitador a médicos y similares)",,10,,
2018,105111,"Cuota en cursos de educación no formal: cocina, corte, peluquería",,10,,
2019,105111,Secretariado ejecutivo y comercial,,10,,
2020,105111,"Cursos comerciales (auxiliar de contabilidad, cajero bancario)",,10,,
2022,105111,"Cursos de formación en oficios o similares (tapicería, mecánica, decoración, electrónica)",,10,,
2173,11113,Croissant,,10,16,
2282,121111,Corte de pelo para hombre,,10,,
2283,121111,Corte de pelo para niño,,10,,
2284,121111,Corte de pelo para mujer,,10,,
2285,121111,"Lavado, peinado y secado de pelo",,10,,
2286,121111,Aplicación de desrizado,,10,,
2287,121111,Aplicación de Queratina,,10,,
2288,121111,Aplicación de tintes o cellophane (celofén),,10,,
2289,121111,Aplicación de reflejos (rayitos),,10,,
2290,121111,Aplicación de tratamiento profundo de pelo,,10,,
2292,121111,"Afeitadas, arreglo de barba, Cerquillo",,10,,
2293,121111,Arreglo de cejas,,10,,
2294,121111,Postura de pelo postizo (extensiones),,10,,
2295,121111,Arreglo de uñas (Manicure),,10,,
2296,121111,Arreglo de pies (Pedicure),,10,,
2297,121121,Limpieza de cutis,,10,,
2298,121121,Masajes no terapéuticos,,10,,
2299,121111,Depilación con cera,,10,,
2300,121111,Postura de uñas,,10,,
2315,61211,Algodón para usos varios,0,0,0,0
2430,124111,Residenciales de ancianos y discapacitados,0,0,0,0
2431,124111,Centros de rehabilitación,0,0,0,0
2432,125311,pag1o de cuota de seguro médico,0,0,0,0
2434,125311,Cuota mutual de servicios médicos,0,0,0,0
2438,125411,Seguros de vehículo de motor,0,0,0,0
2439,125411,Seguro de motocicletas,0,0,0,0
2441,125511,"Seguro de responsabilidad civil por lesiones, daños a tercero",0,0,0,0
2444,126211,Costo o renovación de tarjeta de crédito o débito,0,0,0,0
2445,126211,pag1o de servicios de cajero automático,0,0,0,0
2448,127111,Honorarios servicios de abogados,0,0,0,0
2449,127111,Honorarios servicios de notario,0,0,0,0
2451,125511,"Cuota de previsión de servicios funerarios, servicios mutuales",0,0,0,0
2452,127111,Servicios funerarios,,10,16,
2455,127111,pag1o emisión acta de nacimiento,0,0,0,0
2457,127111,Trámite de la Cédula de identidad (incluye renovación),0,0,0,0
2459,127111,Trámite para obtención del pasaporte (incluye renovación),0,0,0,0
2462,127111,"pag1os por servicios de: celebraciones religiosas (bodas, bautizos)",0,0,0,0
2463,127111,"pag1os por servicios de: trabajos y ayudas espirituales, astrales.",0,0,0,0
2465,72411,Trámite de la licencia de conducir (incluye renovación),0,0,0,0
2466,201123,Revista de vehículo,,10,,
2473,11921,Azafrán,,10,16,
2475,201123,Marbete de vehículo,,10,,
2479,61151,Omega 3,0,0,0,0
2498,61171,Medicamento para la diabetes (no insulina),0,0,0,0
2499,201111,pag1o de tarjeta de crédito,,10,,
2500,201111,"pag1o préstamo (Superlímite, extralimite, extracrédito)",,10,,
2501,126211,Comisión por consulta de saldo,0,0,0,0
2502,126211,Comisión por transferencia a terceros,0,0,0,0
2504,126211,pag1o por administración de productos financieros,0,0,0,0
2505,125511,pag1o por seguro de tarjeta de crédito,0,0,0,0
2506,201111,Costo por financiamiento de tarjeta de crédito,,10,,
2510,127111,pag1o de licencia de porte de armas de fuego,0,0,0,0
2511,127111,pag1o de licencia de tenencia de armas de fuego,0,0,0,0
2512,127111,pag1o de visa,0,0,0,0
2515,11231,Cerdo vivo,0,0,0,0
2524,201111,Préstamos a personas no miembros del hogar,,10,,
2525,62311,Resonancia magnética,0,0,0,0
2536,125411,pag1os por daños ocasionados a terceros,0,0,0,0
2538,11113,Quipe de pollo,,10,,
2541,11113,Quipe de queso,,10,16,
2542,61161,"Medicamento para el colesterol (estatina, lípidos, triglicéridos, grasa)",0,0,0,0
2543,61171,Medicamento para la próstata,0,0,0,0
2548,105111,Cuota de sala de tareas,,10,,
2549,11113,Quipe de res,,10,16,
2550,61121,Antiinfecciosos vaginales,0,0,0,0
2552,94121,Entrenador físico,,10,,
2560,44111,Instalación de agua del acueducto,0,0,0,0
2561,44111,Reconexión de agua del acueducto,0,0,0,0
2562,45111,Pre-pag1o de electricidad,0,0,0,0
2568,56211,Cuidado de otro familiar en el hogar,0,0,0,0
2570,56211,Servicio doméstico en vivienda vacacional o veraneo,0,0,0,0
2575,41211,Alquiler de vivienda secundaria sin muebles,0,0,0,0
2576,41211,Alquiler de vivienda secundaria con muebles,0,0,0,0
2580,94221,Entrada al museo,,10,,
2581,94121,Entradas a bares y Discotecas,,10,,
2582,94121,Inscripción de gimnasio,,10,,
2583,94121,Inscripciones de clubes,,10,,
2584,94121,"Servicio de entrenamiento físico (samba, crossfit, baile del tubo, yoga, etc.)",,10,,
2586,125111,Seguro de vida,0,0,0,0
2588,61151,Vitamina B9 (ácido fólico),0,0,0,0
2591,62311,Radioterapia,0,0,0,0
2592,104111,Inscripción de diplomado (desglose),0,0,0,0
2594,95311,Encuadernación,,10,,
2601,102111,pag1o derecho a examen enseñanza secundaria,0,0,0,0
2602,95411,pag1o de materiales de preescolar,,10,,
2603,201123,"Sanción o infracción (tributarias, financieras, etc.)",,10,,
2632,11113,Yaniqueques,18,10,16,16
2665,111132,"Agua purificada servida (Dasani, Planeta Azul y similares)",,10,16,
2670,111132,Guarapo de caña servido,,10,16,
2724,201123,Multa de tránsito,,10,,
2731,94231,Alquiler de libros,,10,,
2869,11243,Hígado de cerdo,,10,16,
2870,61151,Vitamina D,0,0,0,0
2871,62311,Análisis para ver la vitamina D,0,0,0,0
2881,11113,Pan de yautía,,10,16,
2901,101111,Servicio estancia infantil pública,0,0,0,0
2919,104111,pag1os por derecho a examen de educación terciaria o universitaria,0,0,0,0
2920,104111,pag1o por legalización de certificados de estudios,0,0,0,0
2921,104111,Inscripción de grado en la universidad,0,0,0,0
2922,104111,Inscripción de maestría en la universidad,0,0,0,0
2923,104111,Inscripción de especialidad en la universidad,0,0,0,0
2924,104111,Inscripción de doctorado en la universidad,0,0,0,0
2925,104111,Cuota de grado en la universidad,0,0,0,0
2926,104111,Cuota de maestría en la universidad,0,0,0,0
2927,104111,Cuota de especialidad en la universidad,0,0,0,0
