cod_variedad,cod_articulo,cod_subclase,cod_clase,cod_subgrupo,cod_grupo
2584,94121,9412,941,94,9
2585,94231,9423,942,94,9
2586,125111,12511,1251,125,12
2587,91311,9131,913,91,9
2588,61151,6115,611,61,6
2589,61171,,,,
2590,121321,12132,1213,121,12
2591,62311,6231,623,62,6
2592,104111,10411,1041,104,10
2594,95311,9531,953,95,9
2595,111121,11112,1111,111,11
2596,111121,11112,1111,111,11
2597,111121,,,,
2598,72111,7211,721,72,7
2599,55211,5521,552,55,5
2600,101121,,,,
2601,102111,10211,1021,102,10
2602,95411,9541,954,95,9
2603,201123,20112,2011,201,20
2605,111121,11112,1111,111,11
2606,111121,11112,1111,111,11
2608,111121,11112,1111,111,11
2610,111121,11112,1111,111,11
2611,111121,11112,1111,111,11
2612,111121,11112,1111,111,11
2613,111121,11112,1111,111,11
2614,111121,11112,1111,111,11
2615,111121,11112,1111,111,11
2616,111121,11112,1111,111,11
2617,111121,11112,1111,111,11
2618,111121,11112,1111,111,11
2619,111121,11112,1111,111,11
2620,111121,,,,
2627,111121,,,,
2628,111121,11112,1111,111,11
2629,111121,11112,1111,111,11
2630,111121,11112,1111,111,11
2631,111121,11112,1111,111,11
2632,11113,1111,111,11,1
2633,111121,11112,1111,111,11
2634,111121,11112,1111,111,11
2640,111121,11112,1111,111,11
2641,111121,11112,1111,111,11
2643,111121,11112,1111,111,11
2644,111121,11112,1111,111,11
2645,111121,11112,1111,111,11
2651,111121,11112,1111,111,11
2652,111121,11112,1111,111,11
2653,111121,11112,1111,111,11
2654,111121,11112,1111,111,11
2655,111121,11112,1111,111,11
2656,111121,11112,1111,111,11
2657,111121,11112,1111,111,11
2658,111121,11112,1111,111,11
2661,111131,11113,1111,111,11
2662,111132,11113,1111,111,11
2665,111132,11113,1111,111,11
2666,111132,11113,1111,111,11
2667,111132,11113,1111,111,11
2668,111132,11113,1111,111,11
2669,111132,11113,1111,111,11
2670,111132,11113,1111,111,11
2671,111132,11113,1111,111,11
2672,111132,11113,1111,111,11
2673,111132,11113,1111,111,11
2674,111132,11113,1111,111,11
2675,111132,11113,1111,111,11
2676,111132,11113,1111,111,11
2677,111132,11113,1111,111,11
2678,111132,11113,1111,111,11
2679,111132,11113,1111,111,11
2680,111132,11113,1111,111,11
2681,111132,11113,1111,111,11
2682,111132,11113,1111,111,11
2683,111132,11113,1111,111,11
2684,111132,11113,1111,111,11
2685,111132,11113,1111,111,11
2686,111132,11113,1111,111,11
2687,111132,11113,1111,111,11
2688,111132,11113,1111,111,11
2689,111132,11113,1111,111,11
2690,111132,11113,1111,111,11
2691,111132,,,,
2692,111132,11113,1111,111,11
2693,111132,11113,1111,111,11
2694,111141,11114,1111,111,11
2695,111141,11114,1111,111,11
2696,111141,11114,1111,111,11
2697,111141,,,,
2698,111141,,,,
2699,111141,,,,
2700,111141,,,,
2701,111141,11114,1111,111,11
2702,111141,11114,1111,111,11
2703,111141,11114,1111,111,11
2704,111141,11114,1111,111,11
2705,111141,,,,
2706,111141,11114,1111,111,11
2707,111141,11114,1111,111,11
2708,111141,11114,1111,111,11
2709,111141,11114,1111,111,11
2710,111141,11114,1111,111,11
2711,111141,,,,
2712,111141,11114,1111,111,11
2716,111141,,,,
2717,111141,,,,
2718,111141,11114,1111,111,11
2719,111211,,,,
2720,111211,,,,
2721,111211,,,,
2722,111211,,,,
2723,111211,,,,
2724,201123,20112,2011,201,20
2725,72111,7211,721,72,7
2726,72111,7211,721,72,7
2727,72111,7211,721,72,7
2728,72111,7211,721,72,7
2729,72111,7211,721,72,7
2730,201124,,,,
2731,94231,9423,942,94,9
2732,52121,5212,521,52,5
2733,121211,12121,1212,121,12
2734,72411,7241,724,72,7
2735,201118,20111,2011,201,20
2736,111121,11112,1111,111,11
2737,127111,12711,1271,127,12
2738,43111,4311,431,43,4
2739,43111,4311,431,43,4
2740,56121,5612,561,56,5
2741,43111,4311,431,43,4
2742,43211,4321,432,43,4
2743,111121,11112,1111,111,11
2745,111121,11112,1111,111,11
2746,111121,11112,1111,111,11
2747,111121,11112,1111,111,11
2748,111121,11112,1111,111,11
2749,111121,11112,1111,111,11
2750,111121,11112,1111,111,11
2751,111121,11112,1111,111,11
2752,111121,11112,1111,111,11
2753,111121,11112,1111,111,11
2754,111121,11112,1111,111,11
2755,111121,11112,1111,111,11
2756,111121,11112,1111,111,11
2757,111121,11112,1111,111,11
2758,111121,11112,1111,111,11
2759,111121,11112,1111,111,11
2760,111121,11112,1111,111,11
2761,111121,11112,1111,111,11
2762,111121,11112,1111,111,11
2764,111121,11112,1111,111,11
2765,111121,11112,1111,111,11
2766,111121,11112,1111,111,11
2767,111121,11112,1111,111,11
2769,111121,11112,1111,111,11
2770,111121,11112,1111,111,11
2771,111121,11112,1111,111,11
2772,111121,11112,1111,111,11
2773,111121,11112,1111,111,11
2775,111121,11112,1111,111,11
2776,111121,11112,1111,111,11
2777,111121,,,,
2778,111121,11112,1111,111,11
2779,111121,11112,1111,111,11
2780,111121,11112,1111,111,11
2781,111121,11112,1111,111,11
2782,111121,11112,1111,111,11
2783,111121,11112,1111,111,11
2784,111121,11112,1111,111,11
2785,111121,11112,1111,111,11
2786,111121,11112,1111,111,11
2787,111121,11112,1111,111,11
2788,111121,11112,1111,111,11
2789,111121,,,,
2790,111121,11112,1111,111,11
2792,111121,11112,1111,111,11
2793,111121,11112,1111,111,11
2795,111121,11112,1111,111,11
2796,111121,11112,1111,111,11
2797,111121,11112,1111,111,11
2798,111121,,,,
2799,111121,11112,1111,111,11
2800,111121,11112,1111,111,11
2801,111121,11112,1111,111,11
2802,111121,11112,1111,111,11
2803,111121,11112,1111,111,11
2804,111121,11112,1111,111,11
2805,111121,11112,1111,111,11
2806,111121,11112,1111,111,11
2807,111121,11112,1111,111,11
2808,111121,11112,1111,111,11
2809,111121,11112,1111,111,11
2810,111121,11112,1111,111,11
2811,111121,11112,1111,111,11
2812,111121,11112,1111,111,11
2814,111121,11112,1111,111,11
2815,111121,11112,1111,111,11
2816,111121,11112,1111,111,11
2817,111121,,,,
2818,111121,11112,1111,111,11
2819,111121,11112,1111,111,11
2820,111121,11112,1111,111,11
2822,111121,11112,1111,111,11
2823,111121,11112,1111,111,11
2824,111121,11112,1111,111,11
2825,111121,11112,1111,111,11
2827,111121,11112,1111,111,11
2828,111121,11112,1111,111,11
2829,111132,11113,1111,111,11
2830,111132,11113,1111,111,11
2831,111132,11113,1111,111,11
2832,111132,11113,1111,111,11
2833,111132,11113,1111,111,11
2835,111132,,,,
2838,111132,11113,1111,111,11
2839,111132,11113,1111,111,11
2840,111132,11113,1111,111,11
2841,111132,11113,1111,111,11
2842,111132,,,,
2843,111132,,,,
2844,111132,11113,1111,111,11
2845,111132,,,,
2846,111132,,,,
2848,111132,11113,1111,111,11
2849,111132,,,,
2850,111132,11113,1111,111,11
2851,111121,11112,1111,111,11
2852,111121,11112,1111,111,11
2853,111121,11112,1111,111,11
2854,111121,11112,1111,111,11
2856,111121,11112,1111,111,11
2857,111121,11112,1111,111,11
2858,111121,11112,1111,111,11
2859,111121,11112,1111,111,11
2860,111121,11112,1111,111,11
2861,111121,11112,1111,111,11
2862,111121,11112,1111,111,11
2863,111121,11112,1111,111,11
2864,111121,11112,1111,111,11
2865,111121,11112,1111,111,11
2866,111121,11112,1111,111,11
2868,56114,5611,561,56,5
2869,11243,1124,112,11,1
2870,61151,6115,611,61,6
2871,62311,6231,623,62,6
2872,91311,9131,913,91,9
2873,91311,9131,913,91,9
2874,11221,1122,112,11,1
2875,11221,1122,112,11,1
2876,11221,,,,
2877,55211,5521,552,55,5
2878,111121,11112,1111,111,11
2879,111121,11112,1111,111,11
2880,111121,11112,1111,111,11
2881,11113,1111,111,11,1
2882,111121,11112,1111,111,11
2883,111121,11112,1111,111,11
2884,111121,11112,1111,111,11
2885,22111,2211,221,22,2
2886,92111,9211,921,92,9
2887,111132,11113,1111,111,11
2888,111132,11113,1111,111,11
2889,111121,11112,1111,111,11
2890,111121,11112,1111,111,11
2891,111121,11112,1111,111,11
2892,111121,11112,1111,111,11
2893,111121,11112,1111,111,11
2894,111121,11112,1111,111,11
2895,111121,11112,1111,111,11
2896,111121,11112,1111,111,11
2897,111121,11112,1111,111,11
2898,111121,11112,1111,111,11
2899,111121,11112,1111,111,11
2900,56121,5612,561,56,5
2901,101111,10111,1011,101,10
2902,43211,4321,432,43,4
2903,111121,11112,1111,111,11
2904,53211,5321,532,53,5
2905,43211,4321,432,43,4
2906,43211,4321,432,43,4
2907,43211,4321,432,43,4
2908,43211,4321,432,43,4
2909,56211,5621,562,56,5
2911,53311,5331,533,53,5
2912,201115,20111,2011,201,20
2914,201116,20111,2011,201,20
2915,43211,4321,432,43,4
2916,43211,4321,432,43,4
2917,43211,,,,
2919,104111,10411,1041,104,10
2920,104111,10411,1041,104,10
2921,104111,10411,1041,104,10
2922,104111,10411,1041,104,10
2923,104111,10411,1041,104,10
2924,104111,10411,1041,104,10
2925,104111,10411,1041,104,10
2926,104111,10411,1041,104,10
2927,104111,10411,1041,104,10
2928,104111,10411,1041,104,10
2930,62311,6231,623,62,6
2931,127111,12711,1271,127,12
2932,127111,,,,
2933,127111,12711,1271,127,12
2934,94231,9423,942,94,9
2935,201123,20112,2011,201,20
2936,201123,20112,2011,201,20
2937,201123,20112,2011,201,20
2938,123211,12321,1232,123,12
2939,123211,12321,1232,123,12
2940,123211,12321,1232,123,12
2941,123211,12321,1232,123,12
2942,123211,12321,1232,123,12
2943,123211,12321,1232,123,12
2944,72111,7211,721,72,7
2945,72111,,,,
2946,72111,,,,
2947,72311,7231,723,72,7
2948,72311,7231,723,72,7
2949,124111,12411,1241,124,12
2951,124111,12411,1241,124,12
2952,124111,12411,1241,124,12
2953,126211,,,,
2954,126211,,,,
2956,105111,10511,1051,105,10
2957,105111,10511,1051,105,10
2958,72411,7241,724,72,7
2959,92211,9221,922,92,9
2960,92211,9221,922,92,9
2961,92211,9221,922,92,9
2962,52121,5212,521,52,5
2963,52111,5211,521,52,5
2964,95111,9511,951,95,9
2965,95111,9511,951,95,9
2966,53112,5311,531,53,5
2967,53112,5311,531,53,5
2968,61171,6117,611,61,6
2969,62311,,,,
2970,62111,6211,621,62,6
2971,61171,6117,611,61,6
2972,51132,5113,511,51,5
2973,52121,5212,521,52,5
2975,61311,6131,613,61,6
2977,91421,,,,
2978,93211,9321,932,93,9
2979,95411,9541,954,95,9
2980,102111,10211,1021,102,10
2982,121211,12121,1212,121,12
2983,61131,6113,611,61,6
2985,111121,11112,1111,111,11
2986,111121,11112,1111,111,11
2987,111121,11112,1111,111,11
2988,111121,11112,1111,111,11
2989,111121,,,,
2990,111121,11112,1111,111,11
2991,111121,11112,1111,111,11
2992,111121,11112,1111,111,11
2993,111121,11112,1111,111,11
2994,111121,,,,
2995,111121,11112,1111,111,11
2997,111121,11112,1111,111,11
2998,111121,11112,1111,111,11
3000,111121,11112,1111,111,11
3001,111121,11112,1111,111,11
3002,111121,11112,1111,111,11
3003,111121,11112,1111,111,11
3004,111121,11112,1111,111,11
3005,83121,,,,
3006,123211,12321,1232,123,12
3007,11211,1121,112,11,1
3008,32111,3211,321,32,3
3010,111121,11112,1111,111,11
3011,111121,11112,1111,111,11
3012,111121,11112,1111,111,11
3013,111121,11112,1111,111,11
3014,111121,11112,1111,111,11
3015,111121,11112,1111,111,11
3016,111121,11112,1111,111,11
3017,111121,11112,1111,111,11
3018,111121,,,,
3019,111121,11112,1111,111,11
3020,111121,11112,1111,111,11
3021,11421,1142,114,11,1
3022,111121,11112,1111,111,11
3023,111121,11112,1111,111,11
3024,111121,11112,1111,111,11
3025,111121,11112,1111,111,11
3026,111121,11112,1111,111,11
3027,111121,11112,1111,111,11
3028,111121,11112,1111,111,11
3029,22111,,,,
3030,111121,11112,1111,111,11
3031,111121,11112,1111,111,11
3033,111121,11112,1111,111,11
3034,111121,11112,1111,111,11
3035,111121,11112,1111,111,11
3037,111121,11112,1111,111,11
3038,111121,11112,1111,111,11
3039,111121,11112,1111,111,11
3040,111121,11112,1111,111,11
3041,111121,11112,1111,111,11
3042,111121,11112,1111,111,11
3043,111121,11112,1111,111,11
3044,111121,11112,1111,111,11
3045,111121,11112,1111,111,11
3046,111121,11112,1111,111,11
3047,111121,11112,1111,111,11
3048,111121,11112,1111,111,11
3050,111121,11112,1111,111,11
3051,111121,11112,1111,111,11
3052,111121,11112,1111,111,11
3053,111121,11112,1111,111,11
3055,111121,11112,1111,111,11
3056,111121,11112,1111,111,11
3057,111121,11112,1111,111,11
3058,111121,11112,1111,111,11
3059,111121,11112,1111,111,11
3060,111121,11112,1111,111,11
3062,111121,11112,1111,111,11
3064,111121,11112,1111,111,11
3065,111121,11112,1111,111,11
3066,111121,11112,1111,111,11
3067,111121,11112,1111,111,11
3068,111121,11112,1111,111,11
3069,111121,,,,
3070,111121,11112,1111,111,11
3071,111121,11112,1111,111,11
3072,111121,11112,1111,111,11
3073,11711,1171,117,11,1
3074,62111,6211,621,62,6
3075,62111,6211,621,62,6
3076,11721,1172,117,11,1
3077,201113,20111,2011,201,20
3078,201111,20111,2011,201,20
3079,11121,1112,111,11,1
3080,11713,1171,117,11,1
3081,62311,6231,623,62,6
3082,55211,5521,552,55,5
3086,111121,11112,1111,111,11
3087,111121,11112,1111,111,11
3088,111121,11112,1111,111,11
3089,111121,11112,1111,111,11
3090,111121,11112,1111,111,11
3091,111121,11112,1111,111,11
3092,111121,11112,1111,111,11
3093,111121,11112,1111,111,11
3094,111121,,,,
3095,111121,11112,1111,111,11
3096,111121,11112,1111,111,11
3097,111121,11112,1111,111,11
3098,111121,11112,1111,111,11
3099,111121,11112,1111,111,11
3100,111121,11112,1111,111,11
3101,111121,11112,1111,111,11
3102,111121,11112,1111,111,11
3103,111121,11112,1111,111,11
3104,111121,11112,1111,111,11
3105,111121,11112,1111,111,11
3106,111121,11112,1111,111,11
3107,111132,11113,1111,111,11
3108,111121,11112,1111,111,11
3109,111121,11112,1111,111,11
3110,111121,11112,1111,111,11
3111,111121,11112,1111,111,11
3112,111121,11112,1111,111,11
3113,111121,11112,1111,111,11
3114,111121,11112,1111,111,11
3115,111121,11112,1111,111,11
3116,111121,11112,1111,111,11
3117,111121,11112,1111,111,11
3119,111121,11112,1111,111,11
3120,111121,11112,1111,111,11
3121,111121,11112,1111,111,11
3122,111121,11112,1111,111,11
3123,111121,11112,1111,111,11
3124,111121,11112,1111,111,11
3125,111121,11112,1111,111,11
3127,111121,11112,1111,111,11
3128,111121,11112,1111,111,11
3129,54131,5413,541,54,5
3130,31291,3129,312,31,3
3131,72111,7211,721,72,7
3132,31291,3129,312,31,3
3133,93411,9341,934,93,9
3134,111121,11112,1111,111,11
3135,111121,11112,1111,111,11
3136,111121,11112,1111,111,11
3137,111121,11112,1111,111,11
3138,111121,11112,1111,111,11
3139,111121,11112,1111,111,11
3140,111121,11112,1111,111,11
3141,111121,11112,1111,111,11
3142,111121,11112,1111,111,11
3143,111121,11112,1111,111,11
3144,111121,,,,
3145,111121,11112,1111,111,11
3146,111132,11113,1111,111,11
3147,201122,20112,2011,201,20
3148,73611,7361,736,73,7
3149,72211,7221,722,72,7
3150,111121,11112,1111,111,11
3151,111121,11112,1111,111,11
3152,111121,11112,1111,111,11
3153,111121,11112,1111,111,11
3154,72212,7221,722,72,7
3155,72111,,,,
3156,72111,7211,721,72,7
3157,201111,,,,
3160,121321,12132,1213,121,12
3161,111121,11112,1111,111,11
3162,111121,11112,1111,111,11
3163,111121,11112,1111,111,11
3164,111121,11112,1111,111,11
3165,111121,11112,1111,111,11
3166,111121,11112,1111,111,11
3167,111121,11112,1111,111,11
3168,111121,11112,1111,111,11
3169,111121,11112,1111,111,11
3170,111121,11112,1111,111,11
3171,111121,11112,1111,111,11
3172,111121,11112,1111,111,11
3173,105111,,,,
3174,111121,11112,1111,111,11
3175,111121,,,,
3177,111121,11112,1111,111,11
3178,111121,11112,1111,111,11
3179,111121,11112,1111,111,11
3180,111121,11112,1111,111,11
3181,111121,,,,
3184,111121,11112,1111,111,11
3185,111121,11112,1111,111,11
3186,111121,11112,1111,111,11
3187,111121,11112,1111,111,11
3188,111121,11112,1111,111,11
3189,111121,11112,1111,111,11
3190,111121,11112,1111,111,11
3191,111121,11112,1111,111,11
3192,111121,11112,1111,111,11
3193,111121,11112,1111,111,11
3194,111121,11112,1111,111,11
3195,111121,11112,1111,111,11
3196,111121,11112,1111,111,11
3197,111121,11112,1111,111,11
3198,111121,,,,
3199,111121,11112,1111,111,11
3200,111121,11112,1111,111,11
3201,111121,11112,1111,111,11
3202,111121,11112,1111,111,11
3204,111121,11112,1111,111,11
3205,111121,11112,1111,111,11
3206,111121,11112,1111,111,11
3207,111121,11112,1111,111,11
3212,73222,7322,732,73,7
3213,201123,20112,2011,201,20
3214,127111,12711,1271,127,12
3215,127111,12711,1271,127,12
3216,111121,11112,1111,111,11
3217,111121,11112,1111,111,11
3218,111121,11112,1111,111,11
3219,111121,11112,1111,111,11
3220,111121,11112,1111,111,11
3221,111121,11112,1111,111,11
3222,111121,11112,1111,111,11
3223,111121,11112,1111,111,11
3224,111121,11112,1111,111,11
3225,111121,11112,1111,111,11
3226,111121,11112,1111,111,11
3227,111121,11112,1111,111,11
3228,111121,11112,1111,111,11
3229,111121,11112,1111,111,11
3230,111121,11112,1111,111,11
3231,111121,11112,1111,111,11
3237,111121,11112,1111,111,11
3239,111121,11112,1111,111,11
3240,111121,11112,1111,111,11
3241,111121,11112,1111,111,11
3242,111121,11112,1111,111,11
3243,111121,11112,1111,111,11
3244,111121,11112,1111,111,11
3248,111121,11112,1111,111,11
3249,111121,11112,1111,111,11
3250,111121,11112,1111,111,11
3251,111121,11112,1111,111,11
3252,111121,11112,1111,111,11
3253,111121,11112,1111,111,11
3255,111121,11112,1111,111,11
3256,111121,11112,1111,111,11
3257,111132,11113,1111,111,11
3258,111121,11112,1111,111,11
3259,111121,11112,1111,111,11
3260,111121,11112,1111,111,11
3261,111121,11112,1111,111,11
3262,111121,11112,1111,111,11
3264,111121,11112,1111,111,11
3265,111121,11112,1111,111,11
3266,111121,11112,1111,111,11
3267,111121,11112,1111,111,11
3268,111121,11112,1111,111,11
3269,111121,11112,1111,111,11
3271,111121,11112,1111,111,11
3272,111121,11112,1111,111,11
3273,111121,11112,1111,111,11
3274,62111,6211,621,62,6
3276,95411,9541,954,95,9
3277,111121,11112,1111,111,11
3278,111121,11112,1111,111,11
3279,111121,11112,1111,111,11
3280,111121,11112,1111,111,11
3282,111121,11112,1111,111,11
3283,111121,11112,1111,111,11
3284,111121,11112,1111,111,11
3285,111121,11112,1111,111,11
3286,111121,11112,1111,111,11
3287,111121,11112,1111,111,11
3288,111121,11112,1111,111,11
3289,52111,5211,521,52,5
3290,111121,11112,1111,111,11
3291,32141,3214,321,32,3
3292,72111,7211,721,72,7
3293,72111,7211,721,72,7
3294,62311,6231,623,62,6
3297,123211,12321,1232,123,12
3298,62311,6231,623,62,6
3299,62111,6211,621,62,6
3300,62111,6211,621,62,6
3301,62311,,,,
3302,62111,6211,621,62,6
3303,61171,,,,
3304,53121,5312,531,53,5
3305,72111,7211,721,72,7
3306,72311,7231,723,72,7
3307,111121,11112,1111,111,11
3308,111121,11112,1111,111,11
3309,111121,11112,1111,111,11
3310,111121,11112,1111,111,11
3311,111121,11112,1111,111,11
3312,111121,11112,1111,111,11
3313,111121,11112,1111,111,11
3316,111121,11112,1111,111,11
3317,111121,11112,1111,111,11
3318,111121,11112,1111,111,11
3319,111121,11112,1111,111,11
3320,111121,11112,1111,111,11
3321,111121,11112,1111,111,11
3322,111121,11112,1111,111,11
3323,111121,11112,1111,111,11
3324,111121,11112,1111,111,11
3325,111121,11112,1111,111,11
3326,111121,11112,1111,111,11
3327,111121,11112,1111,111,11
3328,111121,11112,1111,111,11
3329,111121,11112,1111,111,11
3331,111121,11112,1111,111,11
3332,111121,11112,1111,111,11
3333,111121,11112,1111,111,11
3334,111121,11112,1111,111,11
3335,111121,11112,1111,111,11
3337,32131,3213,321,32,3
3338,32131,3213,321,32,3
3339,32131,3213,321,32,3
3340,32131,3213,321,32,3
3341,32131,3213,321,32,3
3342,32131,3213,321,32,3
3344,32131,3213,321,32,3
3345,32131,3213,321,32,3
3347,32131,3213,321,32,3
3348,32112,3211,321,32,3
3349,32131,3213,321,32,3
3351,32131,,,,
3352,32131,3213,321,32,3
3353,32131,3213,321,32,3
3354,32131,3213,321,32,3
3359,32131,3213,321,32,3
3360,32113,3211,321,32,3
3361,32113,3211,321,32,3
3362,32131,3213,321,32,3
3363,32131,3213,321,32,3
3364,93211,9321,932,93,9
3365,93211,,,,
3366,93211,,,,
3369,56114,5611,561,56,5
3370,56114,,,,
3371,56114,,,,
3372,53311,5331,533,53,5
3378,31431,,,,
3379,31431,,,,
3380,127111,,,,
3382,31262,,,,
3383,31262,,,,
3387,31262,,,,
3391,31251,3125,312,31,3
3394,31321,,,,
3396,121321,12132,1213,121,12
3398,121321,12132,1213,121,12
3399,121321,12132,1213,121,12
3400,121321,12132,1213,121,12
3401,121321,12132,1213,121,12
3402,121321,12132,1213,121,12
3403,121321,12132,1213,121,12
3404,121321,12132,1213,121,12
3405,121321,12132,1213,121,12
3406,121321,12132,1213,121,12
3407,121321,12132,1213,121,12
3408,121321,12132,1213,121,12
3409,121321,,,,
3410,121321,12132,1213,121,12
3411,121321,,,,
3412,121321,,,,
3413,121321,12132,1213,121,12
3414,121321,12132,1213,121,12
3415,121321,12132,1213,121,12
3416,121321,,,,
3417,121321,,,,
3418,121321,,,,
3419,121121,12112,1211,121,12
3420,121121,,,,
3421,121121,,,,
3422,123211,12321,1232,123,12
3423,56121,,,,
3424,121111,12111,1211,121,12
3425,121121,12112,1211,121,12
3426,121111,12111,1211,121,12
3427,121111,,,,
3428,121121,,,,
3429,71111,,,,
3430,92111,,,,
3431,92111,,,,
3432,92111,9211,921,92,9
3433,71311,,,,
3434,201118,,,,
3435,72111,,,,
3436,72111,7211,721,72,7
3437,72111,7211,721,72,7
3438,72111,7211,721,72,7
3440,72111,,,,
3441,72111,7211,721,72,7
3442,72111,,,,
3443,72111,7211,721,72,7
3444,72111,,,,
3445,31311,3131,313,31,3
3446,72111,,,,
3447,72111,7211,721,72,7
3448,72111,,,,
3449,72111,,,,
3450,72111,7211,721,72,7
3451,72111,,,,
3452,72111,,,,
3453,72111,,,,
3454,72111,,,,
3455,72111,,,,
3456,72111,,,,
3457,72111,,,,
3458,72111,,,,
3459,72111,,,,
3460,72111,7211,721,72,7
3461,72211,7221,722,72,7
3462,73611,7361,736,73,7
3463,43111,4311,431,43,4
3464,43111,4311,431,43,4
3465,43111,4311,431,43,4
3466,43111,4311,431,43,4
3468,43111,4311,431,43,4
3469,43111,4311,431,43,4
3470,53111,5311,531,53,5
3472,43111,,,,
3475,55222,5522,552,55,5
3476,55222,5522,552,55,5
3477,55222,5522,552,55,5
3482,43111,4311,431,43,4
3484,43211,4321,432,43,4
3486,43211,,,,
3489,56115,,,,
3490,53131,5313,531,53,5
3492,111132,11113,1111,111,11
3493,111132,11113,1111,111,11
3494,11121,,,,
3495,11121,,,,
3498,11112,1111,111,11,1
3500,11111,1111,111,11,1
3501,11111,1111,111,11,1
3502,11113,,,,
3503,11113,1111,111,11,1
3504,11113,1111,111,11,1
3505,11113,1111,111,11,1
3506,11113,1111,111,11,1
3507,11113,,,,
3508,11113,1111,111,11,1
3514,11811,,,,
3515,11821,,,,
3520,11821,1182,118,11,1
3522,111121,11112,1111,111,11
3523,111121,11112,1111,111,11
3524,11111,,,,
3525,11111,,,,
3526,11111,1111,111,11,1
3527,11111,1111,111,11,1
3528,11111,,,,
3529,11113,1111,111,11,1
3530,11113,1111,111,11,1
3531,11113,1111,111,11,1
3532,11113,,,,
3533,11113,1111,111,11,1
3534,11113,1111,111,11,1
3535,11113,,,,
3536,11113,,,,
3537,11113,,,,
3538,11113,,,,
3539,11113,1111,111,11,1
3540,11113,,,,
3541,11113,1111,111,11,1
3542,11113,,,,
3543,11113,1111,111,11,1
3544,11113,,,,
3546,11113,1111,111,11,1
3547,111121,11112,1111,111,11
3548,111121,,,,
3549,111121,11112,1111,111,11
3550,111121,11112,1111,111,11
3551,111121,11112,1111,111,11
3553,111121,11112,1111,111,11
3554,11113,,,,
3555,111121,11112,1111,111,11
3557,11113,,,,
3558,11113,,,,
3559,11113,1111,111,11,1
3560,11113,,,,
3561,11113,,,,
3562,11113,,,,
3563,11113,,,,
3564,11113,,,,
3565,11113,1111,111,11,1
3566,11113,,,,
3570,11113,1111,111,11,1
3571,11121,1112,111,11,1
3574,111121,,,,
3575,111121,11112,1111,111,11
3576,111121,11112,1111,111,11
3577,111121,11112,1111,111,11
3578,111121,11112,1111,111,11
3579,111121,11112,1111,111,11
3580,11441,,,,
3581,11441,1144,114,11,1
3583,11311,,,,
3584,11311,1131,113,11,1
3585,11721,1172,117,11,1
3586,11712,1171,117,11,1
3587,11712,1171,117,11,1
3588,11712,1171,117,11,1
3589,11113,1111,111,11,1
3590,11113,,,,
3591,11113,1111,111,11,1
3597,111121,11112,1111,111,11
3598,111121,11112,1111,111,11
3599,111121,11112,1111,111,11
3600,111121,11112,1111,111,11
3601,111121,11112,1111,111,11
3602,111121,11112,1111,111,11
3603,111121,11112,1111,111,11
3604,111121,11112,1111,111,11
3606,111121,11112,1111,111,11
3608,111121,11112,1111,111,11
3609,111121,11112,1111,111,11
3610,111121,,,,
3611,111121,,,,
3612,111121,11112,1111,111,11
3613,111121,11112,1111,111,11
3614,111121,11112,1111,111,11
3615,111121,11112,1111,111,11
3616,111121,11112,1111,111,11
3617,111121,11112,1111,111,11
3618,111121,11112,1111,111,11
3619,111121,11112,1111,111,11
3620,111121,,,,
3621,111121,,,,
3622,111121,11112,1111,111,11
3623,111121,,,,
3624,111121,,,,
3625,111121,,,,
3626,111121,,,,
3627,111121,11112,1111,111,11
3628,111121,11112,1111,111,11
3629,111121,,,,
3630,111121,,,,
3631,111121,11112,1111,111,11
3632,111121,,,,
3633,111121,,,,
3634,111121,11112,1111,111,11
3635,111121,11112,1111,111,11
3636,111121,11112,1111,111,11
3637,111121,11112,1111,111,11
3638,111121,11112,1111,111,11
3639,111121,11112,1111,111,11
3640,111121,11112,1111,111,11
3641,111121,,,,
3642,111121,,,,
3643,111121,11112,1111,111,11
3644,111121,,,,
3645,111121,,,,
3646,111121,,,,
3647,111121,,,,
3648,111121,,,,
3649,111121,,,,
3650,111121,11112,1111,111,11
3651,111121,11112,1111,111,11
3652,111121,11112,1111,111,11
3653,111121,11112,1111,111,11
3654,111121,11112,1111,111,11
3655,111121,,,,
3657,111121,11112,1111,111,11
3658,111121,11112,1111,111,11
3659,111121,11112,1111,111,11
3660,111121,,,,
3661,111121,,,,
3662,111121,,,,
3663,111121,,,,
3664,111121,,,,
3665,111121,,,,
3666,111121,,,,
3667,111121,,,,
3668,111121,,,,
3669,111121,11112,1111,111,11
3670,111121,,,,
3671,111121,11112,1111,111,11
3672,111121,,,,
3673,111121,,,,
3674,111121,11112,1111,111,11
3675,111121,11112,1111,111,11
3677,111121,11112,1111,111,11
3678,111121,11112,1111,111,11
3679,111121,11112,1111,111,11
3680,111121,11112,1111,111,11
3681,111121,11112,1111,111,11
3682,111121,,,,
3683,111121,,,,
3684,111121,11112,1111,111,11
3685,111121,11112,1111,111,11
3686,111121,,,,
3687,111121,11112,1111,111,11
3688,111121,11112,1111,111,11
3689,111121,,,,
3690,111121,,,,
3692,111121,,,,
3693,111121,11112,1111,111,11
3694,111121,11112,1111,111,11
3695,111121,11112,1111,111,11
3696,111121,11112,1111,111,11
3697,111121,11112,1111,111,11
3698,111121,11112,1111,111,11
3699,111121,11112,1111,111,11
