cod_variedad,cod_articulo,cod_subclase,cod_clase,cod_subgrupo,cod_grupo
4840,111121,,,,
4841,111121,11112,1111,111,11
4842,111121,11112,1111,111,11
4844,111121,,,,
4845,111121,11112,1111,111,11
4846,111121,11112,1111,111,11
4847,111121,11112,1111,111,11
4848,111121,11112,1111,111,11
4849,111121,11112,1111,111,11
4850,111121,11112,1111,111,11
4851,111121,11112,1111,111,11
4852,111121,11112,1111,111,11
4853,111121,11112,1111,111,11
4854,111121,11112,1111,111,11
4855,111121,11112,1111,111,11
4856,111121,11112,1111,111,11
4857,111121,,,,
4858,111121,11112,1111,111,11
4859,111121,11112,1111,111,11
4860,111121,,,,
4861,111121,11112,1111,111,11
4862,111121,11112,1111,111,11
4863,111121,11112,1111,111,11
4864,111121,11112,1111,111,11
4865,111121,11112,1111,111,11
4866,111121,11112,1111,111,11
4867,111121,11112,1111,111,11
4869,111121,11112,1111,111,11
4870,111121,11112,1111,111,11
4871,111121,11112,1111,111,11
4872,111121,,,,
4873,111121,,,,
4874,111121,11112,1111,111,11
4875,111121,11112,1111,111,11
4876,111121,11112,1111,111,11
4877,111121,11112,1111,111,11
4879,111121,11112,1111,111,11
4881,123111,12311,1231,123,12
4882,11222,1122,112,11,1
4883,127111,,,,
4884,11921,1192,119,11,1
4886,11931,1193,119,11,1
4887,11311,,,,
4888,11311,1131,113,11,1
4889,127111,,,,
4890,126211,,,,
4891,72111,7211,721,72,7
4892,72111,7211,721,72,7
4893,32113,3211,321,32,3
4894,55211,5521,552,55,5
4895,127111,12711,1271,127,12
4896,11821,1182,118,11,1
4897,52121,5212,521,52,5
4899,51111,5111,511,51,5
4900,93411,9341,934,93,9
4901,62311,6231,623,62,6
4902,56121,,,,
4903,32131,3213,321,32,3
4904,61311,6131,613,61,6
4905,61311,6131,613,61,6
4906,62311,6231,623,62,6
4907,111121,11112,1111,111,11
4908,111121,11112,1111,111,11
4909,111121,11112,1111,111,11
4910,111121,11112,1111,111,11
4911,111121,11112,1111,111,11
4912,11941,,,,
4913,11113,1111,111,11,1
4914,11113,1111,111,11,1
4915,11321,1132,113,11,1
4916,11321,1132,113,11,1
4917,11321,1132,113,11,1
4918,11321,1132,113,11,1
4919,11411,1141,114,11,1
4920,11411,1141,114,11,1
4921,11411,1141,114,11,1
4922,44111,,,,
4923,56121,,,,
4924,56121,,,,
4925,61311,6131,613,61,6
4926,61311,6131,613,61,6
4927,93111,9311,931,93,9
4928,93111,9311,931,93,9
4929,111121,11112,1111,111,11
4930,111121,11112,1111,111,11
4931,111121,,,,
4932,111121,11112,1111,111,11
4933,111121,11112,1111,111,11
4934,111121,11112,1111,111,11
4935,111121,,,,
4936,111121,,,,
4937,111132,11113,1111,111,11
4938,111132,,,,
4939,111132,,,,
4940,123211,12321,1232,123,12
4941,123211,,,,
4942,123211,12321,1232,123,12
4943,123211,,,,
4944,123211,12321,1232,123,12
4945,123211,12321,1232,123,12
4946,123211,12321,1232,123,12
4947,123211,,,,
4948,11921,1192,119,11,1
4949,123211,12321,1232,123,12
4950,123211,12321,1232,123,12
4951,123211,,,,
4952,11932,1193,119,11,1
4953,105111,,,,
4954,91112,9111,911,91,9
4955,111121,11112,1111,111,11
4956,111121,11112,1111,111,11
4957,111121,11112,1111,111,11
4958,111121,11112,1111,111,11
4959,111121,,,,
4960,111121,11112,1111,111,11
4961,111121,11112,1111,111,11
4962,111121,11112,1111,111,11
4963,111121,11112,1111,111,11
4964,111121,,,,
4965,72111,7211,721,72,7
4966,72111,,,,
4967,72111,7211,721,72,7
4968,72111,7211,721,72,7
4969,105111,10511,1051,105,10
4970,111121,11112,1111,111,11
4971,94121,9412,941,94,9
4972,111121,11112,1111,111,11
4973,111121,11112,1111,111,11
4974,101111,10111,1011,101,10
4975,111121,11112,1111,111,11
4976,111121,11112,1111,111,11
4977,111121,11112,1111,111,11
4978,111121,11112,1111,111,11
4979,111121,11112,1111,111,11
4980,111132,11113,1111,111,11
4981,111121,11112,1111,111,11
4982,111121,11112,1111,111,11
4983,111121,11112,1111,111,11
4984,111121,11112,1111,111,11
4985,111121,11112,1111,111,11
4986,11113,1111,111,11,1
4987,111121,11112,1111,111,11
4988,11113,1111,111,11,1
4989,111132,11113,1111,111,11
4990,111121,11112,1111,111,11
4991,111121,11112,1111,111,11
4992,111121,11112,1111,111,11
4993,111121,11112,1111,111,11
4994,111121,11112,1111,111,11
4996,93111,,,,
4997,93111,9311,931,93,9
4999,11611,1161,116,11,1
5000,52111,5211,521,52,5
5001,62311,6231,623,62,6
5002,62311,6231,623,62,6
5003,62311,,,,
5004,111121,,,,
5005,123211,12321,1232,123,12
5006,111121,11112,1111,111,11
5008,111121,11112,1111,111,11
5009,111121,,,,
5010,111121,11112,1111,111,11
5011,111121,11112,1111,111,11
5012,111121,11112,1111,111,11
5013,111121,11112,1111,111,11
5015,51131,5113,511,51,5
5016,111121,11112,1111,111,11
5017,111121,,,,
5018,111121,11112,1111,111,11
5019,111121,11112,1111,111,11
5020,111132,11113,1111,111,11
5021,126211,,,,
5022,11113,,,,
5023,111121,11112,1111,111,11
5024,31311,3131,313,31,3
5025,111121,11112,1111,111,11
5026,111121,11112,1111,111,11
5027,111121,11112,1111,111,11
5028,111121,11112,1111,111,11
5029,111121,11112,1111,111,11
5030,111121,11112,1111,111,11
5031,111121,11112,1111,111,11
5032,111121,11112,1111,111,11
5033,111121,11112,1111,111,11
5034,111121,11112,1111,111,11
5035,111121,11112,1111,111,11
5036,111121,11112,1111,111,11
5037,111121,11112,1111,111,11
5038,111121,11112,1111,111,11
5039,111121,11112,1111,111,11
5040,111132,11113,1111,111,11
5041,72111,7211,721,72,7
5042,11113,1111,111,11,1
5043,111121,11112,1111,111,11
5045,111121,11112,1111,111,11
5046,111121,11112,1111,111,11
5047,111121,11112,1111,111,11
5048,111121,11112,1111,111,11
5049,12231,1223,122,12,1
5050,111121,11112,1111,111,11
5051,111121,11112,1111,111,11
5052,111121,11112,1111,111,11
5053,111121,11112,1111,111,11
5055,111121,11112,1111,111,11
5056,111121,11112,1111,111,11
5057,111121,11112,1111,111,11
5058,72111,7211,721,72,7
5059,72111,7211,721,72,7
5060,72111,7211,721,72,7
5061,201115,20111,2011,201,20
5062,111121,,,,
5063,111121,11112,1111,111,11
5064,111121,11112,1111,111,11
5065,111121,11112,1111,111,11
5066,111121,11112,1111,111,11
5067,111121,11112,1111,111,11
5068,111121,11112,1111,111,11
5069,61171,,,,
5070,111121,11112,1111,111,11
5071,111121,11112,1111,111,11
5072,111121,11112,1111,111,11
5073,121321,12132,1213,121,12
5074,111121,11112,1111,111,11
5075,111121,11112,1111,111,11
5076,111121,11112,1111,111,11
5077,111121,11112,1111,111,11
5078,111121,11112,1111,111,11
5079,111121,11112,1111,111,11
5081,111121,11112,1111,111,11
5082,111121,11112,1111,111,11
5083,111121,11112,1111,111,11
5084,111121,11112,1111,111,11
5085,111121,11112,1111,111,11
5086,111121,11112,1111,111,11
5087,111121,11112,1111,111,11
5088,111121,11112,1111,111,11
5089,111121,11112,1111,111,11
5090,111121,11112,1111,111,11
5091,111121,,,,
5092,111121,11112,1111,111,11
5093,111121,11112,1111,111,11
5094,111121,11112,1111,111,11
5097,111121,11112,1111,111,11
5098,111121,11112,1111,111,11
5099,72111,7211,721,72,7
5100,11113,1111,111,11,1
5101,111121,11112,1111,111,11
5102,95221,9522,952,95,9
5103,95111,9511,951,95,9
5104,43111,4311,431,43,4
5105,111121,11112,1111,111,11
5106,111121,11112,1111,111,11
5107,111121,11112,1111,111,11
5108,111121,11112,1111,111,11
5109,111121,11112,1111,111,11
5110,111121,11112,1111,111,11
5111,72111,7211,721,72,7
5112,111121,11112,1111,111,11
5113,111121,,,,
5116,111121,11112,1111,111,11
5117,111121,11112,1111,111,11
5118,111121,11112,1111,111,11
5119,111121,11112,1111,111,11
5120,111121,11112,1111,111,11
5121,111121,11112,1111,111,11
5122,32131,3213,321,32,3
5125,72111,7211,721,72,7
5126,111121,11112,1111,111,11
5127,111121,11112,1111,111,11
5128,54131,5413,541,54,5
5129,95121,9512,951,95,9
5131,72111,7211,721,72,7
5132,111121,11112,1111,111,11
5133,111121,11112,1111,111,11
5134,111121,11112,1111,111,11
5135,111121,11112,1111,111,11
5136,111121,11112,1111,111,11
5137,111121,11112,1111,111,11
5138,111121,11112,1111,111,11
5139,111121,11112,1111,111,11
5140,111121,11112,1111,111,11
5141,111121,11112,1111,111,11
5142,111121,11112,1111,111,11
5143,11821,1182,118,11,1
5144,111121,11112,1111,111,11
5145,111121,11112,1111,111,11
5147,72111,7211,721,72,7
5148,72111,7211,721,72,7
5149,61171,,,,
5150,61171,6117,611,61,6
5151,72111,,,,
5152,72111,7211,721,72,7
5153,111121,11112,1111,111,11
5154,111121,11112,1111,111,11
5155,111121,11112,1111,111,11
5156,111121,11112,1111,111,11
5157,111121,11112,1111,111,11
5158,111121,11112,1111,111,11
5159,111121,11112,1111,111,11
5160,51311,5131,513,51,5
5161,62311,6231,623,62,6
5162,111121,,,,
5163,111121,11112,1111,111,11
5164,11821,1182,118,11,1
5165,111121,11112,1111,111,11
5166,111121,11112,1111,111,11
5167,111121,11112,1111,111,11
5168,111121,11112,1111,111,11
5169,111121,11112,1111,111,11
5170,104111,10411,1041,104,10
5171,123111,12311,1231,123,12
5172,111121,11112,1111,111,11
5173,111121,11112,1111,111,11
5174,111121,11112,1111,111,11
5175,111121,11112,1111,111,11
5176,111132,11113,1111,111,11
5177,111132,11113,1111,111,11
5178,111121,11112,1111,111,11
5179,111121,11112,1111,111,11
5180,111121,11112,1111,111,11
5181,111121,11112,1111,111,11
5182,111121,11112,1111,111,11
5183,111132,11113,1111,111,11
5184,111121,,,,
5185,62111,6211,621,62,6
5186,111121,11112,1111,111,11
5187,111121,11112,1111,111,11
5188,111121,11112,1111,111,11
5189,111121,11112,1111,111,11
5190,111121,11112,1111,111,11
5191,111121,11112,1111,111,11
5192,111132,11113,1111,111,11
5193,111121,11112,1111,111,11
5194,53112,5311,531,53,5
5195,111121,11112,1111,111,11
5196,111121,11112,1111,111,11
5197,111121,11112,1111,111,11
5198,111121,11112,1111,111,11
5199,111121,11112,1111,111,11
5200,111121,11112,1111,111,11
5201,111121,11112,1111,111,11
5202,111121,11112,1111,111,11
5203,111121,11112,1111,111,11
5205,122111,12211,1221,122,12
5206,111121,11112,1111,111,11
5207,111121,11112,1111,111,11
5208,111121,11112,1111,111,11
5209,105111,10511,1051,105,10
5210,111121,11112,1111,111,11
5211,32131,3213,321,32,3
5212,11431,1143,114,11,1
5213,95411,,,,
5214,95411,,,,
5215,72111,7211,721,72,7
5216,201122,20112,2011,201,20
5217,111121,11112,1111,111,11
5218,111121,11112,1111,111,11
5219,111121,11112,1111,111,11
5220,111121,11112,1111,111,11
5221,111121,11112,1111,111,11
5222,111121,,,,
5223,111121,11112,1111,111,11
5224,111121,11112,1111,111,11
5225,111121,11112,1111,111,11
5226,111121,11112,1111,111,11
5227,111132,11113,1111,111,11
5229,111121,11112,1111,111,11
5230,111121,11112,1111,111,11
5231,111121,11112,1111,111,11
5232,111121,11112,1111,111,11
5233,111121,11112,1111,111,11
5234,111121,11112,1111,111,11
5235,111121,,,,
5236,111121,11112,1111,111,11
5237,111121,11112,1111,111,11
5238,111121,11112,1111,111,11
5239,111121,11112,1111,111,11
5241,111121,11112,1111,111,11
5242,111121,11112,1111,111,11
5243,111121,11112,1111,111,11
5244,111121,,,,
5245,111121,11112,1111,111,11
5246,111121,11112,1111,111,11
5247,111121,11112,1111,111,11
5248,111121,11112,1111,111,11
5249,53311,5331,533,53,5
5250,31291,3129,312,31,3
5251,31291,3129,312,31,3
5252,31291,3129,312,31,3
5253,93211,9321,932,93,9
5254,93211,9321,932,93,9
5255,72311,7231,723,72,7
5256,72311,7231,723,72,7
5257,72311,7231,723,72,7
5260,127111,12711,1271,127,12
5261,52111,5211,521,52,5
5262,121121,12112,1211,121,12
5263,111121,11112,1111,111,11
5264,31251,3125,312,31,3
5266,111121,11112,1111,111,11
5267,111121,11112,1111,111,11
5269,111121,11112,1111,111,11
5270,111121,11112,1111,111,11
5271,111121,11112,1111,111,11
5272,111121,11112,1111,111,11
5273,111121,11112,1111,111,11
5274,111121,,,,
5275,111121,11112,1111,111,11
5276,55221,5522,552,55,5
5277,201116,20111,2011,201,20
5278,201116,20111,2011,201,20
5280,61171,6117,611,61,6
5281,104111,10411,1041,104,10
5283,111121,11112,1111,111,11
5284,111121,11112,1111,111,11
5285,111121,11112,1111,111,11
5286,111121,11112,1111,111,11
5287,111121,11112,1111,111,11
5288,111121,11112,1111,111,11
5289,111121,11112,1111,111,11
5290,111121,11112,1111,111,11
5291,111121,11112,1111,111,11
5292,111121,11112,1111,111,11
5293,111121,11112,1111,111,11
5294,111121,11112,1111,111,11
5296,111121,11112,1111,111,11
5297,11241,,,,
5298,111132,,,,
5299,54131,5413,541,54,5
5300,111132,11113,1111,111,11
5301,11451,,,,
5302,62311,6231,623,62,6
5303,127111,,,,
5304,111121,11112,1111,111,11
5305,111121,11112,1111,111,11
5306,111121,11112,1111,111,11
5307,111121,11112,1111,111,11
5308,111121,11112,1111,111,11
5309,111121,11112,1111,111,11
5310,111121,11112,1111,111,11
5311,111121,11112,1111,111,11
5312,111121,11112,1111,111,11
5313,111121,11112,1111,111,11
5314,111121,11112,1111,111,11
5315,111121,11112,1111,111,11
5316,111121,11112,1111,111,11
5317,111121,11112,1111,111,11
5318,111121,,,,
5319,111121,11112,1111,111,11
5320,111121,11112,1111,111,11
5321,111121,11112,1111,111,11
5322,111121,11112,1111,111,11
5323,111121,11112,1111,111,11
5324,111121,11112,1111,111,11
5325,111121,11112,1111,111,11
5326,111121,11112,1111,111,11
5327,111121,11112,1111,111,11
5328,111121,11112,1111,111,11
5329,111121,11112,1111,111,11
5330,111121,11112,1111,111,11
5331,111121,11112,1111,111,11
5332,111121,11112,1111,111,11
5333,111121,,,,
5334,111121,11112,1111,111,11
5335,111121,11112,1111,111,11
5336,111121,11112,1111,111,11
5337,11431,1143,114,11,1
5338,72111,7211,721,72,7
5339,72111,7211,721,72,7
5340,95411,9541,954,95,9
5341,72311,7231,723,72,7
5342,111121,11112,1111,111,11
5343,111121,11112,1111,111,11
5344,111121,11112,1111,111,11
5345,111121,11112,1111,111,11
5346,111121,11112,1111,111,11
5347,111121,11112,1111,111,11
5348,111121,11112,1111,111,11
5349,111121,11112,1111,111,11
5350,111121,11112,1111,111,11
5351,111121,11112,1111,111,11
5354,111121,11112,1111,111,11
5355,111121,11112,1111,111,11
5356,111121,11112,1111,111,11
5357,56115,5611,561,56,5
5358,91112,9111,911,91,9
5359,93211,,,,
5360,43111,,,,
5361,51111,5111,511,51,5
5362,11321,1132,113,11,1
5363,111121,11112,1111,111,11
5364,111121,11112,1111,111,11
5365,111121,11112,1111,111,11
5366,111121,11112,1111,111,11
5367,111121,11112,1111,111,11
5368,111121,11112,1111,111,11
5369,11821,1182,118,11,1
5370,111121,11112,1111,111,11
5371,111121,11112,1111,111,11
5372,111121,11112,1111,111,11
5373,111121,11112,1111,111,11
5374,111121,11112,1111,111,11
5375,111121,11112,1111,111,11
5376,111121,11112,1111,111,11
5377,11132,1113,111,11,1
5378,93411,,,,
5379,111121,11112,1111,111,11
5380,111121,11112,1111,111,11
5381,111121,11112,1111,111,11
5382,111121,11112,1111,111,11
5383,111121,11112,1111,111,11
5385,111121,11112,1111,111,11
5386,111121,11112,1111,111,11
5387,111121,11112,1111,111,11
5388,111121,11112,1111,111,11
5389,111121,11112,1111,111,11
5390,111121,11112,1111,111,11
5391,111121,11112,1111,111,11
5392,111121,11112,1111,111,11
5393,111121,11112,1111,111,11
5394,111121,11112,1111,111,11
5395,111121,11112,1111,111,11
5396,111121,11112,1111,111,11
5397,111121,11112,1111,111,11
5398,111121,,,,
5399,111121,11112,1111,111,11
5400,93211,,,,
5401,61311,6131,613,61,6
5402,43111,4311,431,43,4
5403,62311,6231,623,62,6
5404,61311,6131,613,61,6
5405,111121,11112,1111,111,11
5406,111121,11112,1111,111,11
5407,72111,7211,721,72,7
5408,111121,11112,1111,111,11
5409,111121,11112,1111,111,11
5410,111121,11112,1111,111,11
5411,111121,11112,1111,111,11
5412,111121,11112,1111,111,11
5413,111121,11112,1111,111,11
5414,111121,11112,1111,111,11
5415,111121,11112,1111,111,11
5416,111121,11112,1111,111,11
5417,111121,11112,1111,111,11
5418,111121,11112,1111,111,11
5419,111121,11112,1111,111,11
5420,111121,11112,1111,111,11
5421,111121,11112,1111,111,11
5422,111121,11112,1111,111,11
5423,111121,11112,1111,111,11
5424,111121,11112,1111,111,11
5425,111121,,,,
5427,111121,11112,1111,111,11
5428,111121,11112,1111,111,11
5429,111121,11112,1111,111,11
5430,111121,11112,1111,111,11
5431,111121,11112,1111,111,11
5432,111121,11112,1111,111,11
5433,111121,11112,1111,111,11
5434,111121,11112,1111,111,11
5436,111121,11112,1111,111,11
5437,111121,,,,
5438,111121,11112,1111,111,11
5439,111121,11112,1111,111,11
5440,111121,11112,1111,111,11
5441,111121,11112,1111,111,11
5442,111121,11112,1111,111,11
5446,62311,6231,623,62,6
5447,72311,7231,723,72,7
5448,11431,1143,114,11,1
5449,31311,3131,313,31,3
5450,72111,7211,721,72,7
5451,105111,10511,1051,105,10
5452,105111,10511,1051,105,10
5453,32113,3211,321,32,3
5454,111121,11112,1111,111,11
5455,111121,11112,1111,111,11
5456,111121,,,,
5457,111121,11112,1111,111,11
5458,111121,11112,1111,111,11
5459,111121,11112,1111,111,11
5460,111121,11112,1111,111,11
5461,111121,11112,1111,111,11
5462,111121,11112,1111,111,11
5463,111121,11112,1111,111,11
5465,111121,11112,1111,111,11
5466,111121,11112,1111,111,11
5467,111121,11112,1111,111,11
5468,111121,11112,1111,111,11
5469,111121,11112,1111,111,11
5470,111121,11112,1111,111,11
5471,111121,11112,1111,111,11
5472,111121,11112,1111,111,11
5473,111121,11112,1111,111,11
5474,111121,11112,1111,111,11
5475,111121,11112,1111,111,11
5476,72111,7211,721,72,7
5477,72111,7211,721,72,7
5478,111121,,,,
5479,72111,7211,721,72,7
5481,111121,11112,1111,111,11
5482,111121,11112,1111,111,11
5483,111121,11112,1111,111,11
5484,111121,11112,1111,111,11
5485,111121,11112,1111,111,11
5486,111121,11112,1111,111,11
5487,62311,6231,623,62,6
5488,93211,9321,932,93,9
5489,61151,6115,611,61,6
5490,12231,1223,122,12,1
5491,105111,10511,1051,105,10
5492,51311,5131,513,51,5
5493,61171,6117,611,61,6
5494,111121,11112,1111,111,11
5495,111121,11112,1111,111,11
5496,111121,11112,1111,111,11
5497,111121,11112,1111,111,11
5498,111121,11112,1111,111,11
5499,111121,11112,1111,111,11
5500,111121,11112,1111,111,11
5501,111121,11112,1111,111,11
5502,111121,11112,1111,111,11
5503,111121,11112,1111,111,11
5504,111121,11112,1111,111,11
5505,111121,,,,
5506,111121,11112,1111,111,11
5507,111121,11112,1111,111,11
5508,111121,,,,
5509,111121,11112,1111,111,11
5510,111121,11112,1111,111,11
5511,111121,11112,1111,111,11
5512,31251,3125,312,31,3
5514,31411,3141,314,31,3
5515,43211,,,,
5516,54111,5411,541,54,5
5517,111121,11112,1111,111,11
5518,111132,11113,1111,111,11
5519,111132,11113,1111,111,11
5520,111121,11112,1111,111,11
5521,111121,11112,1111,111,11
5523,111121,11112,1111,111,11
5524,111121,11112,1111,111,11
5525,111121,11112,1111,111,11
5526,111121,11112,1111,111,11
5527,111121,11112,1111,111,11
5528,111121,11112,1111,111,11
5529,111121,11112,1111,111,11
5530,111121,11112,1111,111,11
5531,111121,11112,1111,111,11
5532,111121,,,,
5533,111121,,,,
5534,111121,11112,1111,111,11
5535,111121,11112,1111,111,11
5536,111121,11112,1111,111,11
5537,111121,11112,1111,111,11
5538,111121,11112,1111,111,11
5539,111121,11112,1111,111,11
5540,111121,11112,1111,111,11
5541,111121,,,,
5542,111121,11112,1111,111,11
5543,111121,11112,1111,111,11
5544,111121,,,,
5545,111121,11112,1111,111,11
5546,111121,11112,1111,111,11
5547,111121,11112,1111,111,11
5548,111121,11112,1111,111,11
5549,111121,11112,1111,111,11
5550,111121,11112,1111,111,11
5551,111121,11112,1111,111,11
5552,111121,11112,1111,111,11
5553,111121,,,,
5555,111121,11112,1111,111,11
5556,111121,11112,1111,111,11
5557,111121,11112,1111,111,11
5558,111121,11112,1111,111,11
5559,111121,11112,1111,111,11
5560,111121,11112,1111,111,11
5561,111121,11112,1111,111,11
5562,111121,11112,1111,111,11
5563,111121,11112,1111,111,11
5564,111121,11112,1111,111,11
5565,111121,11112,1111,111,11
5566,111121,11112,1111,111,11
5567,11212,1121,112,11,1
5568,94121,,,,
5571,62311,,,,
5572,62311,6231,623,62,6
5573,111132,11113,1111,111,11
5574,111121,11112,1111,111,11
5575,111121,11112,1111,111,11
5576,111121,11112,1111,111,11
5577,111121,11112,1111,111,11
5578,111121,11112,1111,111,11
5579,111121,11112,1111,111,11
5580,111132,11113,1111,111,11
5581,111121,11112,1111,111,11
5582,111121,11112,1111,111,11
5583,111121,,,,
5584,111121,11112,1111,111,11
5585,111121,11112,1111,111,11
5586,111121,11112,1111,111,11
5587,111121,11112,1111,111,11
5588,111121,11112,1111,111,11
5589,111121,11112,1111,111,11
5590,111121,11112,1111,111,11
5591,111121,11112,1111,111,11
5592,111121,11112,1111,111,11
5594,111121,11112,1111,111,11
5595,11222,1122,112,11,1
5596,94121,9412,941,94,9
5597,82111,8211,821,82,8
5598,51131,5113,511,51,5
5599,11111,1111,111,11,1
5600,11213,1121,112,11,1
5601,72111,7211,721,72,7
5602,43211,4321,432,43,4
5603,95411,9541,954,95,9
5604,94311,,,,
5605,72111,7211,721,72,7
5606,111121,11112,1111,111,11
5607,111121,,,,
5608,111121,,,,
5609,111121,11112,1111,111,11
5610,111121,11112,1111,111,11
5611,111121,11112,1111,111,11
5613,111132,11113,1111,111,11
5614,111132,11113,1111,111,11
5615,111121,11112,1111,111,11
5616,61171,6117,611,61,6
5617,61311,6131,613,61,6
5618,105111,,,,
5620,111121,,,,
5621,111121,11112,1111,111,11
5622,111121,11112,1111,111,11
5623,111121,11112,1111,111,11
5624,111121,11112,1111,111,11
5625,111132,11113,1111,111,11
5627,111121,11112,1111,111,11
5628,111121,11112,1111,111,11
5629,111121,,,,
5630,111121,11112,1111,111,11
5631,111132,11113,1111,111,11
5632,111121,11112,1111,111,11
5633,111121,11112,1111,111,11
5634,111121,11112,1111,111,11
5635,111121,11112,1111,111,11
5636,111121,11112,1111,111,11
5637,111121,11112,1111,111,11
5638,111121,11112,1111,111,11
5639,51111,5111,511,51,5
5641,111121,11112,1111,111,11
5642,111121,11112,1111,111,11
5643,111121,11112,1111,111,11
5645,111121,11112,1111,111,11
5646,111121,11112,1111,111,11
5647,111121,,,,
5648,72311,7231,723,72,7
5649,95411,9541,954,95,9
5650,91121,9112,911,91,9
5651,82111,,,,
5652,83121,8312,831,83,8
5653,111121,11112,1111,111,11
5654,111121,11112,1111,111,11
5655,111121,11112,1111,111,11
5656,111121,11112,1111,111,11
5657,111121,11112,1111,111,11
5658,111121,11112,1111,111,11
5659,111121,11112,1111,111,11
5660,111121,11112,1111,111,11
5661,111121,,,,
5662,111121,11112,1111,111,11
5664,111121,11112,1111,111,11
5665,111121,11112,1111,111,11
5666,111121,11112,1111,111,11
5667,111121,11112,1111,111,11
5668,111121,11112,1111,111,11
5669,111121,11112,1111,111,11
5670,111121,11112,1111,111,11
5671,11113,1111,111,11,1
5672,62311,6231,623,62,6
5674,62311,6231,623,62,6
5675,62311,6231,623,62,6
5676,123211,,,,
5677,62111,6211,621,62,6
5678,72311,7231,723,72,7
5679,72111,7211,721,72,7
5680,72111,7211,721,72,7
5681,111121,11112,1111,111,11
5682,62311,6231,623,62,6
5683,11211,1121,112,11,1
5684,12131,1213,121,12,1
5685,111121,11112,1111,111,11
5686,111121,11112,1111,111,11
5687,111121,11112,1111,111,11
5688,111121,11112,1111,111,11
5689,111121,,,,
5690,32113,3211,321,32,3
5691,93111,9311,931,93,9
5692,12121,1212,121,12,1
5693,111121,11112,1111,111,11
5694,111121,11112,1111,111,11
5695,111121,11112,1111,111,11
5696,111121,11112,1111,111,11
5697,111121,,,,
5698,111121,11112,1111,111,11
5699,111121,11112,1111,111,11
5700,111121,11112,1111,111,11
5701,111121,11112,1111,111,11
5702,111121,11112,1111,111,11
5703,111121,11112,1111,111,11
5704,111121,11112,1111,111,11
5705,111121,11112,1111,111,11
5706,111121,11112,1111,111,11
5707,111121,11112,1111,111,11
5708,72411,,,,
5710,111121,11112,1111,111,11
5711,111121,11112,1111,111,11
5712,111121,11112,1111,111,11
5713,111121,11112,1111,111,11
5714,111121,11112,1111,111,11
5715,83111,,,,
5717,111121,11112,1111,111,11
5718,111121,11112,1111,111,11
5719,111121,11112,1111,111,11
5720,111121,11112,1111,111,11
5722,111121,11112,1111,111,11
5723,111121,11112,1111,111,11
5724,111121,11112,1111,111,11
5725,111121,11112,1111,111,11
5726,111121,11112,1111,111,11
5727,111121,11112,1111,111,11
5728,111121,11112,1111,111,11
5729,111121,11112,1111,111,11
5730,111121,11112,1111,111,11
5731,111121,11112,1111,111,11
5732,11921,1192,119,11,1
5733,111121,11112,1111,111,11
5734,111121,11112,1111,111,11
5735,111121,11112,1111,111,11
5736,111121,11112,1111,111,11
5737,111121,11112,1111,111,11
5738,111121,11112,1111,111,11
5739,111121,11112,1111,111,11
5741,11441,1144,114,11,1
5742,111121,11112,1111,111,11
5743,11821,1182,118,11,1
5744,11821,1182,118,11,1
5745,72111,7211,721,72,7
5746,111121,11112,1111,111,11
5747,111121,11112,1111,111,11
5748,111121,11112,1111,111,11
5749,111121,11112,1111,111,11
5750,111121,11112,1111,111,11
5751,111121,11112,1111,111,11
5752,11941,1194,119,11,1
5753,62311,6231,623,62,6
5754,111121,11112,1111,111,11
5755,111121,11112,1111,111,11
5756,127111,12711,1271,127,12
5757,111121,11112,1111,111,11
5758,95411,9541,954,95,9
5759,95411,9541,954,95,9
5760,111132,11113,1111,111,11
5761,111121,11112,1111,111,11
5762,111121,11112,1111,111,11
5763,111121,11112,1111,111,11
5764,111121,11112,1111,111,11
5765,111121,11112,1111,111,11
5766,111121,11112,1111,111,11
5767,111121,11112,1111,111,11
5768,111121,11112,1111,111,11
5769,111121,11112,1111,111,11
5770,111121,11112,1111,111,11
5771,111121,11112,1111,111,11
5772,111121,11112,1111,111,11
5773,11821,,,,
5774,72311,7231,723,72,7
5775,44411,4441,444,44,4
5776,61211,6121,612,61,6
5777,72111,7211,721,72,7
5778,201119,20111,2011,201,20
5779,105111,10511,1051,105,10
5780,105111,10511,1051,105,10
5781,111121,11112,1111,111,11
5782,111121,11112,1111,111,11
5783,111132,11113,1111,111,11
5784,61151,6115,611,61,6
5785,111121,11112,1111,111,11
5786,32112,3211,321,32,3
5787,55211,5521,552,55,5
5788,111121,11112,1111,111,11
5789,43211,4321,432,43,4
5790,11111,1111,111,11,1
5791,111121,11112,1111,111,11
5792,111121,11112,1111,111,11
5793,111121,11112,1111,111,11
5794,55211,5521,552,55,5
5795,43111,4311,431,43,4
5796,55211,5521,552,55,5
5797,31311,3131,313,31,3
5798,93411,9341,934,93,9
5799,111121,11112,1111,111,11
5800,111121,11112,1111,111,11
5801,121111,12111,1211,121,12
5802,55211,5521,552,55,5
5803,55211,5521,552,55,5
5804,111121,,,,
5805,111121,11112,1111,111,11
5806,111121,11112,1111,111,11
5807,111121,11112,1111,111,11
5808,111121,11112,1111,111,11
5809,111121,11112,1111,111,11
5810,111121,11112,1111,111,11
5811,111121,11112,1111,111,11
5813,111121,11112,1111,111,11
5814,111121,11112,1111,111,11
5815,111121,11112,1111,111,11
